timestamp,open,high,low,close,volume
2015-01-02,39.522464486701985,40.166206594952655,39.42082167617118,39.6071662902832,27913900
2015-01-05,39.276833044051955,39.58176477133764,39.17519021201252,39.24295425415039,39673900
2015-01-06,39.285313214357785,39.59871389554198,38.57380678196122,38.6669807434082,36447900
2015-01-07,38.94649491212867,39.35306950794525,38.53145142586843,39.15825271606445,29114100
2015-01-08,39.59870116331834,40.44573220424493,39.57329126606398,40.31020736694336,29645200
2015-01-09,40.327155999250174,40.50503177599165,39.72576462198083,39.97140121459961,23944200
2015-01-12,40.16621831640922,40.26786438776945,39.26836730423394,39.47165298461914,23651900
2015-01-13,39.78505732708854,40.581265508461065,39.01425904827192,39.268367767333984,35270600
2015-01-14,38.92953872680664,39.16670957196847,38.64154809645517,38.92953872680664,29719600
2015-01-15,39.14977651119016,39.28530135114198,38.46368019140262,38.522972106933594,32750800
2015-01-16,38.378978387151854,39.20059631591751,38.26039132489493,39.166717529296875,35695300
2015-01-20,39.217548334677296,39.514011226797486,38.599215876714105,39.29378128051758,36161900
2015-01-21,38.91260140744742,39.082008246848666,38.52296793864125,38.895660400390625,39081100
2015-01-22,39.285319672333145,39.929062154529724,39.03121088281261,39.92059326171875,35898000
2015-01-23,40.115394633103314,40.14080453290265,39.641056039456025,39.962928771972656,26211600
2015-01-26,39.81047031786467,39.92058528942834,39.16672796422585,39.818939208984375,42525500
2015-01-27,36.38000116129832,36.59175902227076,35.66849461918419,36.134361267089844,169164000
2015-01-28,36.202114491789416,36.24446540506699,34.86380366027869,34.88921356201172,84507100
2015-01-29,34.66900497206479,35.67697145138356,34.55042106051779,35.583797454833984,63585300
2015-01-30,35.194154057486166,35.219567196705,34.177715730278635,34.220069885253906,78004900
2015-02-02,34.380999865507704,35.04168323149169,34.07606808700189,34.965450286865234,50352500
2015-02-03,35.26191292184913,35.51602165839568,34.77063323084697,35.23649978637695,52082400
2015-02-04,35.524483006105314,35.753181789785245,35.03320665058959,35.439781188964844,41614800
2015-02-05,35.7616575201765,36.11740906547864,35.45672577782178,35.95647430419922,36548200
2015-02-06,36.151290969098376,36.244464915751685,35.70236547831517,35.92259216308594,34616600
2015-02-09,35.77860616469024,36.202121845833425,35.75319302662726,35.8802490234375,31381100
2015-02-10,36.202125171214256,36.22753508044306,35.72778640154249,36.08353805541992,29670700
2015-02-11,36.12588511090521,36.12588511090521,35.753189282579974,35.897186279296875,38262500
2015-02-12,36.134353417673665,36.49857711791992,36.00729743622299,36.49857711791992,33268800
2015-02-13,36.744220067829254,37.159263610839844,36.549403249310465,37.159263610839844,40264900
2015-02-17,37.50901936605866,37.53461010434308,36.84363088319625,37.176326751708984,33695700
2015-02-18,37.21896722019284,37.27868109329173,37.014231616595175,37.13365936279297,27111700
2015-02-19,36.83509929864346,37.133668739530634,36.724200683101294,37.10807800292969,27603400
2015-02-20,37.11661129273174,37.43224559868233,36.928940446509536,37.415184020996094,29721100
2015-02-23,37.27867849840656,37.69667558100299,37.23602619975657,37.66255569458008,32518800
2015-02-24,37.662562436103485,37.79051935495749,37.46635596970172,37.61137771606445,25271700
2015-02-25,37.49195030879749,37.61137806918077,37.36399013457975,37.52607345581055,29759800
2015-02-26,37.5260786530421,37.730811055150326,37.440770773694624,37.585792541503906,28957300
2015-02-27,37.64549785270892,37.70521172756534,37.24455904653395,37.406639099121094,33807700
2015-03-02,37.25308702999733,37.69667812504996,37.15072085549658,37.43223190307617,31924000
2015-03-03,37.159257485316196,37.38958384470298,36.75831864629152,36.9203987121582,31748600
2015-03-04,36.69007149125159,36.86068396688332,36.57917614812892,36.73272705078125,25748700
2015-03-05,36.74126746858505,36.88628925626694,36.528002622236556,36.775390625,23193500
2015-03-06,36.681550859927846,36.775387906049566,35.956451737617755,36.13559341430664,36248800
2015-03-09,35.990573628173976,36.79245151817887,35.990573628173976,36.553592681884766,32108000
2015-03-10,36.12706275094286,36.43416464254024,35.85408401489258,35.85408401489258,39159700
2015-03-11,36.092935348887394,36.14411681740851,35.69199648993844,35.811424255371094,32215300
2015-03-12,35.25693838523687,35.52991706957931,34.85599951891277,34.992488861083984,59992500
2015-03-13,34.71952179663576,35.37637799259654,34.642746312584144,35.29960250854492,58007700
2015-03-16,35.37636480336135,35.521383300190095,35.214281478479236,35.45314025878906,35273500
2015-03-17,35.291055906325056,35.683465586064386,35.10338510731483,35.572566986083984,31673400
2015-03-18,35.34223579769365,36.53651973880581,35.256931196540755,36.255008697509766,44194800
2015-03-19,36.05028415178811,36.331795279394335,36.016164253363094,36.07587814331055,33879100
2015-03-20,36.30620675680965,36.6644901183506,36.246492863219494,36.579185485839844,71904500
2015-03-23,36.57918392157587,36.79244874789589,36.493876038550056,36.5621223449707,26246100
2015-03-24,36.49387535430015,36.82656795645541,36.468284616953724,36.59624481201172,25513300
2015-03-25,36.61331357929512,36.621845996953375,35.35078586147431,35.36784744262695,43469900
2015-03-26,35.163092501315774,35.4957849857298,34.90717220177103,35.15456008911133,37495600
2015-03-27,35.07780131675893,35.34225089999549,34.830416566039354,34.94984436035156,34401400
2015-03-30,35.060723362309425,35.43607140244619,34.89864332489879,34.9412956237793,35049700
2015-03-31,34.787752849710806,35.001017647963884,34.58302046571888,34.685386657714844,34887200
2015-04-01,34.63419901340359,34.770688342606825,34.3868143414593,34.736568450927734,36865300
2015-04-02,34.6853665248166,34.75361278264252,34.2247140469737,34.36973571777344,37487500
2015-04-06,34.412405997804484,35.64080999361883,34.275916664936226,35.44460678100586,39223700
2015-04-07,35.495793752678246,35.75171086126903,35.23987664408746,35.427547454833984,28809400
2015-04-08,35.36784050180013,35.56404376530546,35.0095571303982,35.333717346191406,24753400
2015-04-09,35.18868451156562,35.5043154372313,35.18868451156562,35.3848876953125,25723900
2015-04-10,35.512850863911446,35.785829512655546,35.32517682258906,35.58962631225586,28022000
2015-04-13,35.31665399968202,35.87967297049838,35.30812158491174,35.62375259399414,30276700
2015-04-14,35.657879432674896,35.854082688567836,35.30812523666348,35.52992248535156,24244400
