timestamp,open,high,low,close,volume
2015-01-02,0.4818839728832245,0.48547478763920826,0.4742236061198354,0.4818839728832245,113680000
2015-01-05,0.4818838203945165,0.483320145842395,0.47159023078344875,0.4737446904182434,197952000
2015-01-06,0.47446285362029,0.4749416192577242,0.45890278491302655,0.4593815505504608,197764000
2015-01-07,0.46273288591791234,0.4668024647157841,0.4567482447881243,0.4581845700740814,321808000
2015-01-08,0.4634509857523896,0.4782929165724494,0.46321158872483403,0.4754202663898468,283780000
2015-01-09,0.4770961142821271,0.4809262965106433,0.47063267820437815,0.47733548283576965,209540000
2015-01-12,0.4785323585555425,0.4787717556198644,0.4670418416714775,0.4713507890701294,190732000
2015-01-13,0.4749415599783683,0.48451698567999857,0.46728122512446796,0.4706326127052307,236720000
2015-01-14,0.465605566993629,0.4739840651242433,0.4644086386892555,0.4725477397441864,155260000
2015-01-15,0.4758992140143738,0.47877183658693595,0.46895701188223793,0.4691964089870453,188932000
2015-01-16,0.46847822827259994,0.47829305260150895,0.46704190277280017,0.47781428694725037,181512000
2015-01-20,0.4811657024028917,0.48379892791944,0.4732659687791951,0.47925063967704773,140308000
2015-01-21,0.4766173604238308,0.48715034754420294,0.47326594375674785,0.4859533905982971,144780000
2015-01-22,0.4869109298987596,0.4957682516364383,0.4818838476211983,0.4943319261074066,159712000
2015-01-23,0.49481057140357704,0.49672569077821294,0.4907410212092792,0.49576815962791443,120416000
2015-01-26,0.49361371994018555,0.4960075765867336,0.4905017005922686,0.49361371994018555,133240000
2015-01-27,0.48595339051859904,0.48643218471169253,0.4689569957004588,0.4699145555496216,357948000
2015-01-28,0.47565965282400147,0.4775747433907469,0.46201465037157485,0.46225404739379883,272728000
2015-01-29,0.46249350769745506,0.4761384834798625,0.46033901981369435,0.47350525856018066,235340000
2015-01-30,0.47015403153858426,0.4756599091840254,0.458902907633484,0.45962104201316833,298200000
2015-02-02,0.462493465731079,0.4715901249395984,0.45339680652255965,0.4696750342845917,259604000
2015-02-03,0.47302643349542806,0.48188372443179217,0.47063257725036045,0.4814049303531647,183468000
2015-02-04,0.47996883415078684,0.4881079368839682,0.4785324799375377,0.482602059841156,181516000
2015-02-05,0.48308070625693383,0.490741070374864,0.4826019691708411,0.4905017018318176,140448000
